x,y
463.3711242900022,609.1024350929677
288.8786683504818,181.11517387651443
990.1444899895869,313.1166259039791
21.79027005364609,645.6544843636808
989.7528960744729,939.4238945725344
607.3630790713669,67.56356258993446
62.451146631122946,981.8484715885136
29.92098375594132,376.18472601606476
978.4931407157595,917.494795328811
672.4244206878016,536.5930005518595
850.8872297029743,814.2138471183774
762.6556795808169,279.9370055152044
693.556881631646,468.00040539150353
917.2073603372645,618.9168743401495
719.9581092260062,366.8299114560206
9.2461481349001,235.9079272119695
272.2970641223016,487.92202816916176
709.1518157869881,162.69810143439378
896.1410289218621,301.38854526807455
394.1500401496262,961.856404573071
950.5747977392396,76.95921446668707
469.9401667575883,748.9506843966519
949.0579193961132,393.60516781284105
742.9374570876871,692.7070324398477
297.5201112647475,392.80045125196773
351.9228029597263,546.3398853082931
515.991062978788,122.15605724354073
29.464539104843702,471.32839326051067
35.622350539706304,831.3261959168163
628.9092045622556,924.9039287451568
351.4760804765612,261.76195308795513
704.4048232375242,733.3353457398825
184.34331678304372,488.03624083214214
684.3118382845682,919.7084853100467
83.62286679263941,9.94714268629493
397.65302344832145,684.5713342037499
174.17803416216847,16.306573181223747
400.95523811189025,634.8823442118617
142.30311918817372,782.9924149648717
147.36515263876905,283.4829633167378
618.8668201645688,897.192898055457
972.6450630163564,659.6405604510214
75.89813828903658,840.5389131181224
337.8997483716869,340.7525764102841
358.3035691734581,671.7275328650156
147.24766656416588,487.3262315238265
827.6881291121178,475.5051580126174
938.6268658572322,822.6617695844965
499.51016487622235,465.40383160214714
424.3427579093606,343.21743216832135
357.5471535860377,142.39346756669678
281.23916291051523,128.04673751563678
861.6897525941304,682.2323263696692
170.61639252826055,432.63174378496393
334.40752688220556,64.60329690528022
43.005824847054285,157.04757579803564
786.1598781375025,21.614454165509777
27.47642962510255,375.5238787264246
642.8292956121958,834.0731510286964
238.44982295291794,207.6154538438013
30.05921313062787,251.51743604497435
110.33856600647628,948.2015516971704
142.96782300914822,978.7992095096143
755.0724332458764,123.71762921373886
821.1523190252433,694.8647069998119
655.4901024939445,820.5136924008888
607.742432540348,767.540945351768
450.35944159655793,265.7076567116259
126.98646505465949,744.6585265803212
188.8561326686765,701.7738033825702
0.8430428957243441,75.20828348774877
86.5559126837887,532.7902217619093
358.4997532992845,249.61044845929192
989.5121614328788,787.545733045871
265.51494880378766,588.0840354219515
572.1731071644291,939.7107759076181
381.31702023683255,756.9773480228458
993.1507850177086,942.0265281470619
409.14130421223206,638.7912429091647
71.63162532624978,741.7032801468492
361.0459195024969,951.2941574620878
851.4010242032626,574.2657638435347
866.4575039456016,768.9597427012244
13.978581321316351,787.8555672195637
466.3122863555902,593.1764750237866
781.0170520189799,765.2830790256347
356.70482495106927,262.68981922559544
815.5106337755728,864.395803669119
956.4589109483959,51.52460808212267
722.4404404215813,298.14421729652105
26.377777290515937,119.66575562057591
993.976714665203,667.8614739904948
629.0898875653336,287.9898651661541
568.8169246022114,872.4347725243458
807.9000833856036,170.59663616922626
423.7385503779334,724.566442275501
324.21493764785623,428.4171051560387
967.4738451468638,356.4951543867867
542.9486390148039,388.0779325787683
677.11027120501,524.0582345473363
